year,month,state,gender,value,unit,note
2024,March,Madhya Pradesh,Total,25497,value in Thousands,
2024,March,Madhya Pradesh,Male,13294,value in Thousands,
2024,March,Madhya Pradesh,Female,12203,value in Thousands,
2024,March,Lakshadweep,Total,69,value in Thousands,
2024,March,Lakshadweep,Male,35,value in Thousands,
2024,March,Lakshadweep,Female,34,value in Thousands,
2024,March,Ladakh,Total,96,value in Thousands,
2024,March,Ladakh,Male,63,value in Thousands,
2024,March,Ladakh,Female,33,value in Thousands,
2024,March,Kerala,Total,27802,value in Thousands,
2024,March,Kerala,Male,13296,value in Thousands,
2024,March,Kerala,Female,14506,value in Thousands,
2024,March,Karnataka,Total,30576,value in Thousands,
2024,March,Karnataka,Male,15576,value in Thousands,
2024,March,Karnataka,Female,15000,value in Thousands,
2024,March,Jharkhand,Total,10530,value in Thousands,
2024,March,Jharkhand,Male,5513,value in Thousands,
2024,March,Jharkhand,Female,5017,value in Thousands,
2024,March,Jammu and Kashmir,Total,4220,value in Thousands,
2024,March,Jammu and Kashmir,Male,2285,value in Thousands,
2024,March,Jammu and Kashmir,Female,1935,value in Thousands,
2024,March,Himachal Pradesh,Total,776,value in Thousands,
2024,March,Himachal Pradesh,Male,419,value in Thousands,
2024,March,Himachal Pradesh,Female,357,value in Thousands,
2024,March,Haryana,Total,13048,value in Thousands,
2024,March,Haryana,Male,6966,value in Thousands,
2024,March,Haryana,Female,6082,value in Thousands,
2024,March,Gujarat,Total,35621,value in Thousands,
2024,March,Gujarat,Male,18947,value in Thousands,
2024,March,Gujarat,Female,16674,value in Thousands,
2024,March,Goa,Total,1216,value in Thousands,
2024,March,Goa,Male,622,value in Thousands,
2024,March,Goa,Female,594,value in Thousands,
2024,March,Delhi,Total,21678,value in Thousands,
2024,March,Delhi,Male,11605,value in Thousands,
2024,March,Delhi,Female,10073,value in Thousands,
2024,March,Daman and Diu,Total,587,value in Thousands,
2024,March,Daman and Diu,Male,432,value in Thousands,
2024,March,Daman and Diu,Female,155,value in Thousands,
2024,March,Dadra and Nagar Haveli,Total,529,value in Thousands,
2024,March,Dadra and Nagar Haveli,Male,315,value in Thousands,
2024,March,Dadra and Nagar Haveli,Female,214,value in Thousands,
2024,March,Chhattisgarh,Total,8375,value in Thousands,
2024,March,Chhattisgarh,Male,4282,value in Thousands,
2024,March,Chhattisgarh,Female,4093,value in Thousands,
2024,March,Chandigarh,Total,1243,value in Thousands,
2024,March,Chandigarh,Male,682,value in Thousands,
2024,March,Chandigarh,Female,561,value in Thousands,
2024,March,Bihar,Total,15892,value in Thousands,
2024,March,Bihar,Male,8386,value in Thousands,
2024,March,Bihar,Female,7506,value in Thousands,
2024,March,Assam,Total,5653,value in Thousands,
2024,March,Assam,Male,2905,value in Thousands,
2024,March,Assam,Female,2748,value in Thousands,
2024,March,Arunachal Pradesh,Total,408,value in Thousands,
2024,March,Arunachal Pradesh,Male,216,value in Thousands,
2024,March,Arunachal Pradesh,Female,192,value in Thousands,
2024,March,Andhra Pradesh,Total,19778,value in Thousands,
2024,March,Andhra Pradesh,Male,9954,value in Thousands,
2024,March,Andhra Pradesh,Female,9824,value in Thousands,
2024,March,Andaman and Nicobar Islands,Total,180,value in Thousands,
2024,March,Andaman and Nicobar Islands,Male,96,value in Thousands,
2024,March,Andaman and Nicobar Islands,Female,84,value in Thousands,
2024,March,All India,Total,495681,value in Thousands,
2024,March,All India,Male,256872,value in Thousands,
2024,March,All India,Female,238809,value in Thousands,
2024,July,West Bengal,Total,37243,value in Thousands,
2024,July,West Bengal,Male,19158,value in Thousands,
2024,July,West Bengal,Female,18085,value in Thousands,
2024,July,Uttarakhand,Total,4307,value in Thousands,
2024,July,Uttarakhand,Male,2286,value in Thousands,
2024,July,Uttarakhand,Female,2021,value in Thousands,
2024,July,Uttar Pradesh,Total,57850,value in Thousands,
2024,July,Uttar Pradesh,Male,30544,value in Thousands,
2024,July,Uttar Pradesh,Female,27306,value in Thousands,
2024,July,Tripura,Total,1708,value in Thousands,
2024,July,Tripura,Male,866,value in Thousands,
2024,July,Tripura,Female,842,value in Thousands,
2024,July,Telangana,Total,18612,value in Thousands,
2024,July,Telangana,Male,9367,value in Thousands,
2024,July,Telangana,Female,9245,value in Thousands,
2024,July,Tamil Nadu,Total,41883,value in Thousands,
2024,July,Tamil Nadu,Male,20941,value in Thousands,
2024,July,Tamil Nadu,Female,20941,value in Thousands,
2024,July,Sikkim,Total,361,value in Thousands,
2024,July,Sikkim,Male,189,value in Thousands,
2024,July,Sikkim,Female,172,value in Thousands,
2024,July,Rajasthan,Total,22029,value in Thousands,
2024,July,Rajasthan,Male,11509,value in Thousands,
2024,July,Rajasthan,Female,10519,value in Thousands,
2024,July,Punjab,Total,13112,value in Thousands,
2024,July,Punjab,Male,6993,value in Thousands,
2024,July,Punjab,Female,6119,value in Thousands,
2024,July,Puducherry,Total,1193,value in Thousands,
2024,July,Puducherry,Male,584,value in Thousands,
2024,July,Puducherry,Female,609,value in Thousands,
2024,July,Odisha,Total,8900,value in Thousands,
2024,July,Odisha,Male,4607,value in Thousands,
2024,July,Odisha,Female,4293,value in Thousands,
2024,July,Nagaland,Total,1079,value in Thousands,
2024,July,Nagaland,Male,566,value in Thousands,
2024,July,Nagaland,Female,513,value in Thousands,
2024,July,Mizoram,Total,693,value in Thousands,
2024,July,Mizoram,Male,347,value in Thousands,
2024,July,Mizoram,Female,346,value in Thousands,
2024,July,Meghalaya,Total,702,value in Thousands,
2024,July,Meghalaya,Male,351,value in Thousands,
2024,July,Meghalaya,Female,351,value in Thousands,
2024,July,Manipur,Total,1069,value in Thousands,
2024,July,Manipur,Male,528,value in Thousands,
2024,July,Manipur,Female,542,value in Thousands,
2024,July,Maharashtra,Total,62429,value in Thousands,
2024,July,Maharashtra,Male,32806,value in Thousands,
2024,July,Maharashtra,Female,29623,value in Thousands,
2024,July,Madhya Pradesh,Total,25629,value in Thousands,
2024,July,Madhya Pradesh,Male,13363,value in Thousands,
2024,July,Madhya Pradesh,Female,12267,value in Thousands,
2024,July,Lakshadweep,Total,69,value in Thousands,
2024,July,Lakshadweep,Male,35,value in Thousands,
2024,July,Lakshadweep,Female,34,value in Thousands,
2024,July,Ladakh,Total,97,value in Thousands,
2024,July,Ladakh,Male,63,value in Thousands,
2024,July,Ladakh,Female,33,value in Thousands,
2024,July,Kerala,Total,28082,value in Thousands,
2024,July,Kerala,Male,13430,value in Thousands,
2024,July,Kerala,Female,14652,value in Thousands,
2024,July,Karnataka,Total,30749,value in Thousands,
2024,July,Karnataka,Male,15664,value in Thousands,
2024,July,Karnataka,Female,15085,value in Thousands,
2024,July,Jharkhand,Total,10597,value in Thousands,
2024,July,Jharkhand,Male,5548,value in Thousands,
2024,July,Jharkhand,Female,5049,value in Thousands,
2024,July,Jammu and Kashmir,Total,4242,value in Thousands,
2024,July,Jammu and Kashmir,Male,2297,value in Thousands,
2024,July,Jammu and Kashmir,Female,1945,value in Thousands,
2024,July,Himachal Pradesh,Total,778,value in Thousands,
2024,July,Himachal Pradesh,Male,420,value in Thousands,
2024,July,Himachal Pradesh,Female,358,value in Thousands,
2024,July,Haryana,Total,13160,value in Thousands,
2024,July,Haryana,Male,7026,value in Thousands,
2024,July,Haryana,Female,6134,value in Thousands,
2024,July,Gujarat,Total,35882,value in Thousands,
2024,July,Gujarat,Male,19086,value in Thousands,
2024,July,Gujarat,Female,16796,value in Thousands,
2024,July,Goa,Total,1224,value in Thousands,
2024,July,Goa,Male,626,value in Thousands,
2024,July,Goa,Female,598,value in Thousands,
2024,July,Delhi,Total,21814,value in Thousands,
2024,July,Delhi,Male,11678,value in Thousands,
2024,July,Delhi,Female,10136,value in Thousands,
2024,July,Daman and Diu,Total,603,value in Thousands,
2024,July,Daman and Diu,Male,446,value in Thousands,
2024,July,Daman and Diu,Female,158,value in Thousands,
2024,July,Dadra and Nagar Haveli,Total,543,value in Thousands,
2024,July,Dadra and Nagar Haveli,Male,323,value in Thousands,
2024,July,Dadra and Nagar Haveli,Female,220,value in Thousands,
2024,July,Chhattisgarh,Total,8439,value in Thousands,
2024,July,Chhattisgarh,Male,4315,value in Thousands,
2024,July,Chhattisgarh,Female,4125,value in Thousands,
2024,July,Chandigarh,Total,1247,value in Thousands,
2024,July,Chandigarh,Male,684,value in Thousands,
2024,July,Chandigarh,Female,563,value in Thousands,
2024,July,Bihar,Total,16002,value in Thousands,
2024,July,Bihar,Male,8444,value in Thousands,
2024,July,Bihar,Female,7558,value in Thousands,
2024,July,Assam,Total,5685,value in Thousands,
2024,July,Assam,Male,2922,value in Thousands,
2024,July,Assam,Female,2764,value in Thousands,
2024,July,Arunachal Pradesh,Total,410,value in Thousands,
2024,July,Arunachal Pradesh,Male,217,value in Thousands,
2024,July,Arunachal Pradesh,Female,193,value in Thousands,
2024,July,Andhra Pradesh,Total,19910,value in Thousands,
2024,July,Andhra Pradesh,Male,10020,value in Thousands,
2024,July,Andhra Pradesh,Female,9890,value in Thousands,
2024,July,Andaman and Nicobar Islands,Total,181,value in Thousands,
2024,July,Andaman and Nicobar Islands,Male,97,value in Thousands,
2024,July,Andaman and Nicobar Islands,Female,84,value in Thousands,
2024,July,All India,Total,498515,value in Thousands,
2024,July,All India,Male,258346,value in Thousands,
2024,July,All India,Female,240169,value in Thousands,
2023,October,West Bengal,Total,36796,value in Thousands,
2023,October,West Bengal,Male,18928,value in Thousands,
2023,October,West Bengal,Female,17868,value in Thousands,
2023,October,Uttarakhand,Total,4234,value in Thousands,
2023,October,Uttarakhand,Male,2247,value in Thousands,
2023,October,Uttarakhand,Female,1986,value in Thousands,
2023,October,Uttar Pradesh,Total,57161,value in Thousands,
2023,October,Uttar Pradesh,Male,30180,value in Thousands,
2023,October,Uttar Pradesh,Female,26981,value in Thousands,
2023,October,Tripura,Total,1661,value in Thousands,
2023,October,Tripura,Male,842,value in Thousands,
2023,October,Tripura,Female,819,value in Thousands,
2023,October,Telangana,Total,18335,value in Thousands,
2023,October,Telangana,Male,9227,value in Thousands,
2023,October,Telangana,Female,9107,value in Thousands,
2023,October,Tamil Nadu,Total,41531,value in Thousands,
2023,October,Tamil Nadu,Male,20766,value in Thousands,
2023,October,Tamil Nadu,Female,20766,value in Thousands,
2023,October,Sikkim,Total,348,value in Thousands,
2023,October,Sikkim,Male,182,value in Thousands,
2023,October,Sikkim,Female,166,value in Thousands,
2023,October,Rajasthan,Total,21767,value in Thousands,
2023,October,Rajasthan,Male,11373,value in Thousands,
2023,October,Rajasthan,Female,10394,value in Thousands,
2023,October,Punjab,Total,12966,value in Thousands,
2023,October,Punjab,Male,6915,value in Thousands,
2023,October,Punjab,Female,6051,value in Thousands,
2023,October,Puducherry,Total,1172,value in Thousands,
2023,October,Puducherry,Male,574,value in Thousands,
2023,October,Puducherry,Female,598,value in Thousands,
2023,October,Odisha,Total,8795,value in Thousands,
2023,October,Odisha,Male,4552,value in Thousands,
2023,October,Odisha,Female,4243,value in Thousands,
2023,October,Nagaland,Total,1048,value in Thousands,
2023,October,Nagaland,Male,549,value in Thousands,
2023,October,Nagaland,Female,498,value in Thousands,
2023,October,Mizoram,Total,686,value in Thousands,
2023,October,Mizoram,Male,343,value in Thousands,
2023,October,Mizoram,Female,343,value in Thousands,
2023,October,Meghalaya,Total,696,value in Thousands,
2023,October,Meghalaya,Male,348,value in Thousands,
2023,October,Meghalaya,Female,348,value in Thousands,
2023,October,Manipur,Total,1056,value in Thousands,
2023,October,Manipur,Male,521,value in Thousands,
2023,October,Manipur,Female,535,value in Thousands,
2023,October,Maharashtra,Total,61812,value in Thousands,
2023,October,Maharashtra,Male,32482,value in Thousands,
2023,October,Maharashtra,Female,29331,value in Thousands,
2023,October,Madhya Pradesh,Total,25332,value in Thousands,
2023,October,Madhya Pradesh,Male,13208,value in Thousands,
2023,October,Madhya Pradesh,Female,12125,value in Thousands,
2023,October,Lakshadweep,Total,69,value in Thousands,
2023,October,Lakshadweep,Male,35,value in Thousands,
2023,October,Lakshadweep,Female,33,value in Thousands,
2023,October,Ladakh,Total,95,value in Thousands,
2023,October,Ladakh,Male,62,value in Thousands,
2023,October,Ladakh,Female,33,value in Thousands,
2023,October,Kerala,Total,27446,value in Thousands,
2023,October,Kerala,Male,13126,value in Thousands,
2023,October,Kerala,Female,14320,value in Thousands,
2023,October,Karnataka,Total,30361,value in Thousands,
2023,October,Karnataka,Male,15467,value in Thousands,
2023,October,Karnataka,Female,14895,value in Thousands,
2023,October,Jharkhand,Total,10447,value in Thousands,
2023,October,Jharkhand,Male,5470,value in Thousands,
2023,October,Jharkhand,Female,4977,value in Thousands,
2023,October,Jammu and Kashmir,Total,4193,value in Thousands,
2023,October,Jammu and Kashmir,Male,2270,value in Thousands,
2023,October,Jammu and Kashmir,Female,1923,value in Thousands,
2023,October,Himachal Pradesh,Total,774,value in Thousands,
2023,October,Himachal Pradesh,Male,417,value in Thousands,
2023,October,Himachal Pradesh,Female,356,value in Thousands,
2023,October,Haryana,Total,12910,value in Thousands,
2023,October,Haryana,Male,6893,value in Thousands,
2023,October,Haryana,Female,6017,value in Thousands,
2023,October,Gujarat,Total,35298,value in Thousands,
2023,October,Gujarat,Male,18776,value in Thousands,
2023,October,Gujarat,Female,16523,value in Thousands,
2023,October,Goa,Total,1207,value in Thousands,
2023,October,Goa,Male,617,value in Thousands,
2023,October,Goa,Female,590,value in Thousands,
2023,October,Delhi,Total,21506,value in Thousands,
2023,October,Delhi,Male,11513,value in Thousands,
2023,October,Delhi,Female,9993,value in Thousands,
2023,October,Daman and Diu,Total,567,value in Thousands,
2023,October,Daman and Diu,Male,415,value in Thousands,
2023,October,Daman and Diu,Female,152,value in Thousands,
2023,October,Dadra and Nagar Haveli,Total,512,value in Thousands,
2023,October,Dadra and Nagar Haveli,Male,304,value in Thousands,
2023,October,Dadra and Nagar Haveli,Female,208,value in Thousands,
2023,October,Chhattisgarh,Total,8296,value in Thousands,
2023,October,Chhattisgarh,Male,4241,value in Thousands,
2023,October,Chhattisgarh,Female,4055,value in Thousands,
2023,October,Chandigarh,Total,1238,value in Thousands,
2023,October,Chandigarh,Male,679,value in Thousands,
2023,October,Chandigarh,Female,558,value in Thousands,
2023,October,Bihar,Total,15756,value in Thousands,
2023,October,Bihar,Male,8314,value in Thousands,
2023,October,Bihar,Female,7441,value in Thousands,
2023,October,Assam,Total,5613,value in Thousands,
2023,October,Assam,Male,2884,value in Thousands,
2023,October,Assam,Female,2729,value in Thousands,
2023,October,Arunachal Pradesh,Total,405,value in Thousands,
2023,October,Arunachal Pradesh,Male,214,value in Thousands,
2023,October,Arunachal Pradesh,Female,191,value in Thousands,
2023,October,Andhra Pradesh,Total,19615,value in Thousands,
2023,October,Andhra Pradesh,Male,9872,value in Thousands,
2023,October,Andhra Pradesh,Female,9743,value in Thousands,
2023,October,Andaman and Nicobar Islands,Total,179,value in Thousands,
2023,October,Andaman and Nicobar Islands,Male,96,value in Thousands,
2023,October,Andaman and Nicobar Islands,Female,84,value in Thousands,
2023,October,All India,Total,491882,value in Thousands,
2023,October,All India,Male,254902,value in Thousands,
2023,October,All India,Female,236980,value in Thousands,
2023,March,West Bengal,Total,36449,value in Thousands,
2023,March,West Bengal,Male,18749,value in Thousands,
2023,March,West Bengal,Female,17700,value in Thousands,
2023,March,Uttarakhand,Total,4177,value in Thousands,
2023,March,Uttarakhand,Male,2217,value in Thousands,
2023,March,Uttarakhand,Female,1960,value in Thousands,
2023,March,Uttar Pradesh,Total,56627,value in Thousands,
2023,March,Uttar Pradesh,Male,29898,value in Thousands,
2023,March,Uttar Pradesh,Female,26729,value in Thousands,
2023,March,Tripura,Total,1625,value in Thousands,
2023,March,Tripura,Male,824,value in Thousands,
2023,March,Tripura,Female,801,value in Thousands,
2023,March,Telangana,Total,18243,value in Thousands,
2023,March,Telangana,Male,9181,value in Thousands,
2023,March,Telangana,Female,9062,value in Thousands,
2023,March,Tamil Nadu,Total,41259,value in Thousands,
2023,March,Tamil Nadu,Male,20630,value in Thousands,
2023,March,Tamil Nadu,Female,20630,value in Thousands,
2023,March,Sikkim,Total,338,value in Thousands,
2023,March,Sikkim,Male,177,value in Thousands,
2023,March,Sikkim,Female,161,value in Thousands,
2023,March,Rajasthan,Total,21564,value in Thousands,
2023,March,Rajasthan,Male,11266,value in Thousands,
2023,March,Rajasthan,Female,10298,value in Thousands,
2023,March,Punjab,Total,12853,value in Thousands,
2023,March,Punjab,Male,6855,value in Thousands,
2023,March,Punjab,Female,5998,value in Thousands,
2023,March,Puducherry,Total,1155,value in Thousands,
2023,March,Puducherry,Male,566,value in Thousands,
2023,March,Puducherry,Female,589,value in Thousands,
2023,March,Odisha,Total,8714,value in Thousands,
2023,March,Odisha,Male,4510,value in Thousands,
2023,March,Odisha,Female,4204,value in Thousands,
2023,March,Nagaland,Total,1023,value in Thousands,
2023,March,Nagaland,Male,536,value in Thousands,
2023,March,Nagaland,Female,487,value in Thousands,
2023,March,Mizoram,Total,681,value in Thousands,
2023,March,Mizoram,Male,341,value in Thousands,
2023,March,Mizoram,Female,340,value in Thousands,
2023,March,Meghalaya,Total,691,value in Thousands,
2023,March,Meghalaya,Male,345,value in Thousands,
2023,March,Meghalaya,Female,346,value in Thousands,
2023,March,Manipur,Total,1045,value in Thousands,
2023,March,Manipur,Male,516,value in Thousands,
2023,March,Manipur,Female,529,value in Thousands,
2023,March,Maharashtra,Total,61334,value in Thousands,
2023,March,Maharashtra,Male,32230,value in Thousands,
2023,March,Maharashtra,Female,29104,value in Thousands,
2023,March,Madhya Pradesh,Total,25102,value in Thousands,
2023,March,Madhya Pradesh,Male,13088,value in Thousands,
2023,March,Madhya Pradesh,Female,12014,value in Thousands,
2023,March,Lakshadweep,Total,68,value in Thousands,
2023,March,Lakshadweep,Male,35,value in Thousands,
2023,March,Lakshadweep,Female,33,value in Thousands,
2023,March,Ladakh,Total,93,value in Thousands,
2023,March,Ladakh,Male,61,value in Thousands,
2023,March,Ladakh,Female,32,value in Thousands,
2023,March,Kerala,Total,26947,value in Thousands,
2023,March,Kerala,Male,12887,value in Thousands,
2023,March,Kerala,Female,14060,value in Thousands,
2023,March,Karnataka,Total,30061,value in Thousands,
2023,March,Karnataka,Male,15314,value in Thousands,
2023,March,Karnataka,Female,14747,value in Thousands,
2023,March,Jharkhand,Total,10331,value in Thousands,
2023,March,Jharkhand,Male,5409,value in Thousands,
2023,March,Jharkhand,Female,4922,value in Thousands,
2023,March,Jammu and Kashmir,Total,4154,value in Thousands,
2023,March,Jammu and Kashmir,Male,2249,value in Thousands,
2023,March,Jammu and Kashmir,Female,1905,value in Thousands,
2023,March,Himachal Pradesh,Total,770,value in Thousands,
2023,March,Himachal Pradesh,Male,416,value in Thousands,
2023,March,Himachal Pradesh,Female,354,value in Thousands,
2023,March,Haryana,Total,12717,value in Thousands,
2023,March,Haryana,Male,6790,value in Thousands,
2023,March,Haryana,Female,5927,value in Thousands,
2023,March,Gujarat,Total,34846,value in Thousands,
2023,March,Gujarat,Male,18535,value in Thousands,
2023,March,Gujarat,Female,16311,value in Thousands,
2023,March,Goa,Total,1194,value in Thousands,
2023,March,Goa,Male,610,value in Thousands,
2023,March,Goa,Female,584,value in Thousands,
2023,March,Delhi,Total,21266,value in Thousands,
2023,March,Delhi,Male,11384,value in Thousands,
2023,March,Delhi,Female,9882,value in Thousands,
2023,March,Daman and Diu,Total,538,value in Thousands,
2023,March,Daman and Diu,Male,391,value in Thousands,
2023,March,Daman and Diu,Female,147,value in Thousands,
2023,March,Dadra and Nagar Haveli,Total,488,value in Thousands,
2023,March,Dadra and Nagar Haveli,Male,290,value in Thousands,
2023,March,Dadra and Nagar Haveli,Female,198,value in Thousands,
2023,March,Chhattisgarh,Total,8185,value in Thousands,
2023,March,Chhattisgarh,Male,4185,value in Thousands,
2023,March,Chhattisgarh,Female,4000,value in Thousands,
2023,March,Chandigarh,Total,1230,value in Thousands,
2023,March,Chandigarh,Male,675,value in Thousands,
2023,March,Chandigarh,Female,555,value in Thousands,
2023,March,Bihar,Total,15565,value in Thousands,
2023,March,Bihar,Male,8214,value in Thousands,
2023,March,Bihar,Female,7351,value in Thousands,
2023,March,Assam,Total,5557,value in Thousands,
2023,March,Assam,Male,2856,value in Thousands,
2023,March,Assam,Female,2701,value in Thousands,
2023,March,Arunachal Pradesh,Total,400,value in Thousands,
2023,March,Arunachal Pradesh,Male,212,value in Thousands,
2023,March,Arunachal Pradesh,Female,188,value in Thousands,
2023,March,Andhra Pradesh,Total,19387,value in Thousands,
2023,March,Andhra Pradesh,Male,9757,value in Thousands,
2023,March,Andhra Pradesh,Female,9630,value in Thousands,
2023,March,Andaman and Nicobar Islands,Total,178,value in Thousands,
2023,March,Andaman and Nicobar Islands,Male,95,value in Thousands,
2023,March,Andaman and Nicobar Islands,Female,83,value in Thousands,
2023,March,All India,Total,486856,value in Thousands,
2023,March,All India,Male,252294,value in Thousands,
2023,March,All India,Female,234562,value in Thousands,
2023,July,West Bengal,Total,36647,value in Thousands,
2023,July,West Bengal,Male,18851,value in Thousands,
2023,July,West Bengal,Female,17796,value in Thousands,
2023,July,Uttarakhand,Total,4209,value in Thousands,
2023,July,Uttarakhand,Male,2234,value in Thousands,
2023,July,Uttarakhand,Female,1975,value in Thousands,
2023,July,Uttar Pradesh,Total,56932,value in Thousands,
2023,July,Uttar Pradesh,Male,30059,value in Thousands,
2023,July,Uttar Pradesh,Female,26873,value in Thousands,
2023,July,Tripura,Total,1646,value in Thousands,
2023,July,Tripura,Male,834,value in Thousands,
2023,July,Tripura,Female,812,value in Thousands,
2023,July,Telangana,Total,18243,value in Thousands,
2023,July,Telangana,Male,9181,value in Thousands,
2023,July,Telangana,Female,9062,value in Thousands,
2023,July,Tamil Nadu,Total,41415,value in Thousands,
2023,July,Tamil Nadu,Male,20707,value in Thousands,
2023,July,Tamil Nadu,Female,20707,value in Thousands,
2023,July,Sikkim,Total,344,value in Thousands,
2023,July,Sikkim,Male,180,value in Thousands,
2023,July,Sikkim,Female,164,value in Thousands,
2023,July,Rajasthan,Total,21680,value in Thousands,
2023,July,Rajasthan,Male,11327,value in Thousands,
2023,July,Rajasthan,Female,10353,value in Thousands,
2023,July,Punjab,Total,12918,value in Thousands,
2023,July,Punjab,Male,6889,value in Thousands,
2023,July,Punjab,Female,6028,value in Thousands,
2023,July,Puducherry,Total,1165,value in Thousands,
2023,July,Puducherry,Male,570,value in Thousands,
2023,July,Puducherry,Female,594,value in Thousands,
2023,July,Odisha,Total,8760,value in Thousands,
2023,July,Odisha,Male,4534,value in Thousands,
2023,July,Odisha,Female,4226,value in Thousands,
2023,July,Nagaland,Total,1037,value in Thousands,
2023,July,Nagaland,Male,544,value in Thousands,
2023,July,Nagaland,Female,493,value in Thousands,
2023,July,Mizoram,Total,684,value in Thousands,
2023,July,Mizoram,Male,342,value in Thousands,
2023,July,Mizoram,Female,342,value in Thousands,
2023,July,Meghalaya,Total,694,value in Thousands,
2023,July,Meghalaya,Male,347,value in Thousands,
2023,July,Meghalaya,Female,347,value in Thousands,
2023,July,Manipur,Total,1051,value in Thousands,
2023,July,Manipur,Male,519,value in Thousands,
2023,July,Manipur,Female,532,value in Thousands,
2023,July,Maharashtra,Total,61607,value in Thousands,
2023,July,Maharashtra,Male,32374,value in Thousands,
2023,July,Maharashtra,Female,29234,value in Thousands,
2023,July,Madhya Pradesh,Total,25234,value in Thousands,
2023,July,Madhya Pradesh,Male,13156,value in Thousands,
2023,July,Madhya Pradesh,Female,12077,value in Thousands,
2023,July,Lakshadweep,Total,68,value in Thousands,
2023,July,Lakshadweep,Male,35,value in Thousands,
2023,July,Lakshadweep,Female,33,value in Thousands,
2023,July,Ladakh,Total,94,value in Thousands,
2023,July,Ladakh,Male,62,value in Thousands,
2023,July,Ladakh,Female,32,value in Thousands,
2023,July,Kerala,Total,27232,value in Thousands,
2023,July,Kerala,Male,13023,value in Thousands,
2023,July,Kerala,Female,14209,value in Thousands,
2023,July,Karnataka,Total,30233,value in Thousands,
2023,July,Karnataka,Male,15401,value in Thousands,
2023,July,Karnataka,Female,14831,value in Thousands,
2023,July,Jharkhand,Total,10397,value in Thousands,
2023,July,Jharkhand,Male,5444,value in Thousands,
2023,July,Jharkhand,Female,4954,value in Thousands,
2023,July,Jammu and Kashmir,Total,4176,value in Thousands,
2023,July,Jammu and Kashmir,Male,2261,value in Thousands,
2023,July,Jammu and Kashmir,Female,1915,value in Thousands,
2023,July,Himachal Pradesh,Total,772,value in Thousands,
2023,July,Himachal Pradesh,Male,417,value in Thousands,
2023,July,Himachal Pradesh,Female,355,value in Thousands,
2023,July,Haryana,Total,12827,value in Thousands,
2023,July,Haryana,Male,6849,value in Thousands,
2023,July,Haryana,Female,5979,value in Thousands,
2023,July,Gujarat,Total,35104,value in Thousands,
2023,July,Gujarat,Male,18673,value in Thousands,
2023,July,Gujarat,Female,16432,value in Thousands,
2023,July,Goa,Total,1201,value in Thousands,
2023,July,Goa,Male,614,value in Thousands,
2023,July,Goa,Female,587,value in Thousands,
2023,July,Delhi,Total,21403,value in Thousands,
2023,July,Delhi,Male,11458,value in Thousands,
2023,July,Delhi,Female,9945,value in Thousands,
2023,July,Daman and Diu,Total,554,value in Thousands,
2023,July,Daman and Diu,Male,405,value in Thousands,
2023,July,Daman and Diu,Female,150,value in Thousands,
2023,July,Dadra and Nagar Haveli,Total,502,value in Thousands,
2023,July,Dadra and Nagar Haveli,Male,298,value in Thousands,
2023,July,Dadra and Nagar Haveli,Female,203,value in Thousands,
2023,July,Chhattisgarh,Total,8248,value in Thousands,
2023,July,Chhattisgarh,Male,4217,value in Thousands,
2023,July,Chhattisgarh,Female,4031,value in Thousands,
2023,July,Chandigarh,Total,1234,value in Thousands,
2023,July,Chandigarh,Male,677,value in Thousands,
2023,July,Chandigarh,Female,557,value in Thousands,
2023,July,Bihar,Total,15674,value in Thousands,
2023,July,Bihar,Male,8271,value in Thousands,
2023,July,Bihar,Female,7403,value in Thousands,
2023,July,Assam,Total,5589,value in Thousands,
2023,July,Assam,Male,2872,value in Thousands,
2023,July,Assam,Female,2717,value in Thousands,
2023,July,Arunachal Pradesh,Total,403,value in Thousands,
2023,July,Arunachal Pradesh,Male,213,value in Thousands,
2023,July,Arunachal Pradesh,Female,190,value in Thousands,
2023,July,Andhra Pradesh,Total,19517,value in Thousands,
2023,July,Andhra Pradesh,Male,9823,value in Thousands,
2023,July,Andhra Pradesh,Female,9695,value in Thousands,
2023,July,Andaman and Nicobar Islands,Total,179,value in Thousands,
2023,July,Andaman and Nicobar Islands,Male,95,value in Thousands,
2023,July,Andaman and Nicobar Islands,Female,83,value in Thousands,
2023,July,All India,Total,489672,value in Thousands,
2023,July,All India,Male,253756,value in Thousands,
2023,July,All India,Female,235916,value in Thousands,
2022,October,West Bengal,Total,36204,value in Thousands,
2022,October,West Bengal,Male,18623,value in Thousands,
2022,October,West Bengal,Female,17581,value in Thousands,
2022,October,Uttarakhand,Total,4137,value in Thousands,
2022,October,Uttarakhand,Male,2196,value in Thousands,
2022,October,Uttarakhand,Female,1941,value in Thousands,
2022,October,Uttar Pradesh,Total,56248,value in Thousands,
2022,October,Uttar Pradesh,Male,29698,value in Thousands,
2022,October,Uttar Pradesh,Female,26550,value in Thousands,
2022,October,Tripura,Total,1600,value in Thousands,
2022,October,Tripura,Male,811,value in Thousands,
2022,October,Tripura,Female,789,value in Thousands,
2022,October,Telangana,Total,17968,value in Thousands,
2022,October,Telangana,Male,9043,value in Thousands,
2022,October,Telangana,Female,8925,value in Thousands,
2022,October,Tamil Nadu,Total,41066,value in Thousands,
2022,October,Tamil Nadu,Male,20533,value in Thousands,
2022,October,Tamil Nadu,Female,20533,value in Thousands,
2022,October,Sikkim,Total,331,value in Thousands,
