year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2023,42,18-10-2023,19-10-2023,Chhattisgarh,Mohla Manpur Ambagarh Chouki,Acute Diarrheal Disease,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,18-10-2023,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,17-10-2023,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2023,42,13-10-2023,16-10-2023,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,19-10-2023,Gujarat,Valsad,Food Poisoning,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,19-10-2023,Haryana,Palwal,Diphtheria,Reported in Same Week,8,4,"cases in absolute number, deaths in absolute number",
2023,42,21-10-2023,22-10-2023,Jammu and Kashmir,Srinagar,Mumps,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,19-10-2023,Jammu and Kashmir,Baramulla,Acute Diarrheal Disease,Reported in Same Week,79,0,"cases in absolute number, deaths in absolute number",
2023,42,13-10-2023,16-10-2023,Jammu and Kashmir,Kathua,Chikungunya,Reported in Same Week,39,0,"cases in absolute number, deaths in absolute number",
2023,42,21-10-2023,22-10-2023,Jharkhand,Koderma,Food Poisoning,Reported in Same Week,54,0,"cases in absolute number, deaths in absolute number",
2023,42,21-10-2023,21-10-2023,Jharkhand,Simdega,Dengue,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2023,42,20-10-2023,21-10-2023,Jharkhand,Pakur,Acute Diarrheal Disease,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2023,42,17-10-2023,18-10-2023,Jharkhand,Dumka,Dengue,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2023,42,12-10-2023,,Jharkhand,Sahebganj,Acute Diarrheal Disease,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2023,42,21-10-2023,22-10-2023,Karnataka,Chitradurga,Chikungunya,Reported in Same Week,36,0,"cases in absolute number, deaths in absolute number",
2023,42,20-10-2023,20-10-2023,Karnataka,Uttar Kannad,Leptospirosis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,19-10-2023,Karnataka,Raichur,Dengue,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2023,42,15-10-2023,17-10-2023,Karnataka,Chikkamagaluru,Fever,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,19-10-2023,Kerala,Palakkad,Hepatitis A,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,18-10-2023,Kerala,Palakkad,Measles,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,42,17-10-2023,21-10-2023,Kerala,Malappuram,Food Poisoning,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2023,42,13-10-2023,16-10-2023,Kerala,Malappuram,Chickenpox,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2023,42,04-10-2023,,Kerala,Kozhikode,Acute Diarrheal Disease,Reported Late,120,0,"cases in absolute number, deaths in absolute number",
2023,42,20-09-2023,,Kerala,Thrissur,Measles,Reported Late,34,0,"cases in absolute number, deaths in absolute number",
2023,42,02-09-2023,,Kerala,Ernakulam,Dengue,Reported Late,39,0,"cases in absolute number, deaths in absolute number",
2023,42,20-10-2023,20-10-2023,Madhya Pradesh,Mandla,Dengue,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,21-10-2023,Madhya Pradesh,Barwani,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,20-10-2023,Madhya Pradesh,Morena,Dengue,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,19-10-2023,Madhya Pradesh,Neemuch,Dengue,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,17-10-2023,Madhya Pradesh,Morena,Dengue,Reported in Same Week,71,0,"cases in absolute number, deaths in absolute number",
2023,42,13-10-2023,19-10-2023,Madhya Pradesh,Bhopal,Dengue,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2023,42,12-10-2023,,Madhya Pradesh,Rajgarh,Dengue,Reported Late,15,0,"cases in absolute number, deaths in absolute number",
2023,42,12-10-2023,,Madhya Pradesh,Rajgarh,Dengue,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2023,42,10-10-2023,,Madhya Pradesh,Shahdol,Acute Diarrheal Disease,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2023,42,09-10-2023,,Madhya Pradesh,Katni,Acute Diarrheal Disease,Reported Late,7,0,"cases in absolute number, deaths in absolute number",
2023,42,27-09-2023,,Madhya Pradesh,Satna,Measles,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2023,42,26-09-2023,,Madhya Pradesh,Hoshangabad,Leptospirosis,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2023,42,20-10-2023,21-10-2023,Maharashtra,Gadchiroli,Dengue,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,20-10-2023,Maharashtra,Beed,Dengue,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,21-10-2023,Maharashtra,Thane,Dengue,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,19-10-2023,Maharashtra,Kolhapur,Chikungunya,Reported in Same Week,145,0,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,19-10-2023,Maharashtra,Nagpur,Dengue,Reported in Same Week,9,1,"cases in absolute number, deaths in absolute number",
2023,42,17-10-2023,18-10-2023,Maharashtra,Osmanabad,Dengue and Chikungunya,Reported in Same Week,11,1,"cases in absolute number, deaths in absolute number",
2023,42,17-10-2023,17-10-2023,Maharashtra,Dhule,Dengue,Reported in Same Week,12,1,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,18-10-2023,Maharashtra,Nanded,Dengue,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,17-10-2023,Maharashtra,Beed,Dengue,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,17-10-2023,Maharashtra,Nanded,Dengue,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,16-10-2023,Maharashtra,Dhule,Dengue,Reported in Same Week,18,1,"cases in absolute number, deaths in absolute number",
2023,42,16-10-2023,16-10-2023,Maharashtra,Parbhani,Dengue,Reported in Same Week,19,1,"cases in absolute number, deaths in absolute number",
2023,42,14-10-2023,16-10-2023,Maharashtra,Aurangabad,Dengue,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2023,42,11-10-2023,,Maharashtra,Nanded,Dengue,Reported Late,12,0,"cases in absolute number, deaths in absolute number",
2023,42,11-10-2023,,Maharashtra,Thane,Dengue,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2023,42,10-10-2023,,Maharashtra,Nanded,Dengue,Reported Late,11,0,"cases in absolute number, deaths in absolute number",
2023,42,29-08-2023,,Maharashtra,Nanded,Scrub Typhus,Reported Late,10,1,"cases in absolute number, deaths in absolute number",
2023,42,19-10-2023,20-10-2023,Odisha,Koraput,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2023,42,18-10-2023,18-10-2023,Odisha,Sambalpur,Acute Diarrheal Disease,Reported in Same Week,46,0,"cases in absolute number, deaths in absolute number",
2023,42,14-10-2023,,Odisha,Kendujhar,Food Poisoning,Reported Late,39,0,"cases in absolute number, deaths in absolute number",
2023,42,21-09-2023,18-10-2023,Odisha,Kendujhar,Food Poisoning,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2023,42,13-10-2023,16-10-2023,Punjab,Faridkot,Chickenpox,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2023,42,15-10-2023,16-10-2023,Tamil Nadu,Coimbatore,Acute Diarrheal Disease,Reported in Same Week,68,0,"cases in absolute number, deaths in absolute number",
2023,41,09-10-2023,11-10-2023,Arunachal Pradesh,Lower Siang,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,41,07-10-2023,13-10-2023,Arunachal Pradesh,Upper Siang,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2023,41,13-10-2023,13-10-2023,Assam,Udalguri,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,41,10-10-2023,12-10-2023,Bihar,Jamui,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2023,41,01-10-2023,,Bihar,Saharsa,Dengue,Reported Late,396,0,"cases in absolute number, deaths in absolute number",
2023,41,09-10-2023,10-10-2023,Chhattisgarh,Bemetara,Acute Diarrheal Disease,Reported in Same Week,99,0,"cases in absolute number, deaths in absolute number",
2023,41,07-10-2023,09-10-2023,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2023,41,10-10-2023,11-10-2023,Gujarat,Sabar Kantha,Acute Diarrheal Disease,Reported in Same Week,43,0,"cases in absolute number, deaths in absolute number",
2023,41,14-10-2023,14-10-2023,Jammu and Kashmir,Rajauri,Dengue,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,11-10-2023,Jammu and Kashmir,Bandipora,Mumps,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,11-10-2023,Jharkhand,Hazaribagh,Acute Diarrheal Disease,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2023,41,09-10-2023,13-10-2023,Jharkhand,Deoghar,Dengue,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2023,41,06-10-2023,13-10-2023,Jharkhand,Gumla,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2023,41,29-09-2023,,Jharkhand,Lohardaga,Chikungunya,Reported Late,23,0,"cases in absolute number, deaths in absolute number",
2023,41,13-09-2023,13-10-2023,Jharkhand,West Singhbhum,Malaria,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2023,41,10-10-2023,10-10-2023,Karnataka,Bagalkote,Mumps,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2023,41,09-10-2023,10-10-2023,Karnataka,Raichur,Dengue,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2023,41,03-10-2023,,Karnataka,Tumakuru,Dengue,Reported Late,32,0,"cases in absolute number, deaths in absolute number",
2023,41,13-10-2023,14-10-2023,Kerala,Kozhikode,Acute Diarrheal Disease,Reported in Same Week,120,0,"cases in absolute number, deaths in absolute number",
2023,41,12-10-2023,13-10-2023,Kerala,Palakkad,West Nile Fever,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2023,41,12-10-2023,13-10-2023,Kerala,Thrissur,Hepatitis A,Reported in Same Week,54,0,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,13-10-2023,Kerala,Malappuram,Hepatitis A,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,13-10-2023,Kerala,Malappuram,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2023,41,10-10-2023,10-10-2023,Kerala,Wayanad,Measles,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2023,41,04-10-2023,,Kerala,Kannur,Hepatitis A,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2023,41,28-09-2023,,Kerala,Kozhikode,Hepatitis A,Reported Late,71,0,"cases in absolute number, deaths in absolute number",
2023,41,12-10-2023,13-10-2023,Madhya Pradesh,Shivpuri,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,14-10-2023,Madhya Pradesh,Ratlam,Leptospirosis,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,11-10-2023,Madhya Pradesh,Morena,Dengue,Reported in Same Week,38,0,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,11-10-2023,Madhya Pradesh,Neemuch,Acute Gastroenteritis,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2023,41,06-10-2023,09-10-2023,Madhya Pradesh,Sehore,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,41,13-10-2023,14-10-2023,Maharashtra,Aurangabad,Dengue,Reported in Same Week,4,1,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,13-10-2023,Maharashtra,Solapur,Acute Diarrheal Disease,Reported in Same Week,32,0,"cases in absolute number, deaths in absolute number",
2023,41,09-10-2023,10-10-2023,Maharashtra,Yavatmal,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2023,41,08-10-2023,12-10-2023,Maharashtra,Buldhana,Dengue,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2023,41,06-10-2023,09-10-2023,Maharashtra,Pune,Dengue,Reported in Same Week,59,1,"cases in absolute number, deaths in absolute number",
2023,41,05-10-2023,,Meghalaya,Ri Bhoi,Measles,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2023,41,13-10-2023,13-10-2023,Mizoram,Hnahthial,Scrub Typhus,Reported in Same Week,191,1,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,11-10-2023,Odisha,Sambalpur,Food Poisoning,Reported in Same Week,57,0,"cases in absolute number, deaths in absolute number",
2023,41,12-10-2023,12-10-2023,Punjab,Malerkotla,Mumps,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2023,41,12-10-2023,13-10-2023,Rajasthan,Rajsamand,Scrub Typhus,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2023,41,11-10-2023,14-10-2023,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2023,41,07-10-2023,09-10-2023,Uttar Pradesh,Chandauli,Acute Diarrheal Disease,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2023,41,10-01-2023,11-10-2023,Uttar Pradesh,Gonda,Fever,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2023,40,29-09-2023,04-10-2023,Bihar,Purnia,Dengue,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,04-10-2023,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,04-10-2023,Chhattisgarh,Durg,Cholera,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2023,40,03-10-2023,03-10-2023,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2023,40,03-10-2023,03-10-2023,Chhattisgarh,Surguja,Fever,Reported in Same Week,48,0,"cases in absolute number, deaths in absolute number",
2023,40,30-09-2023,03-10-2023,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2023,40,25-09-2023,,Chhattisgarh,Bastar,Acute Diarrheal Disease,Reported Late,9,3,"cases in absolute number, deaths in absolute number",
2023,40,07-10-2023,07-10-2023,Gujarat,Dang,Food Poisoning,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,04-10-2023,Gujarat,Mahesana,Hepatitis A,Reported in Same Week,57,0,"cases in absolute number, deaths in absolute number",
2023,40,07-10-2023,07-10-2023,Jammu and Kashmir,Rajouri,Dengue,Reported in Same Week,51,0,"cases in absolute number, deaths in absolute number",
2023,40,07-10-2023,07-10-2023,Jammu and Kashmir,Samba,Chikungunya,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,40,06-10-2023,07-10-2023,Jammu and Kashmir,Samba,Chikungunya,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2023,40,05-10-2023,05-10-2023,Jammu and Kashmir,Srinagar,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,06-10-2023,Jammu and Kashmir,Baramulla,Jaundice,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2023,40,05-09-2023,,Jammu and Kashmir,Rajouri,Dengue,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2023,40,04-09-2023,,Jammu and Kashmir,Anantnag,Hepatitis A,Reported Late,15,0,"cases in absolute number, deaths in absolute number",
2023,40,06-10-2023,07-10-2023,Jharkhand,Sahebganj,Acute Diarrheal Disease,Reported in Same Week,14,2,"cases in absolute number, deaths in absolute number",
2023,40,01-10-2023,07-10-2023,Jharkhand,Khunti,Chikungunya,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2023,40,06-10-2023,07-10-2023,Karnataka,Udupi,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,04-10-2023,Karnataka,Bengaluru Rural,Fever,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2023,40,03-10-2023,03-10-2023,Karnataka,Uttar Kannad,Leptospirosis,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2023,40,02-10-2023,03-10-2023,Karnataka,Raichur,Japanese Encephalitis,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2023,40,05-10-2023,07-05-2023,Kerala,Malappuram,Acute Diarrheal Disease,Reported in Same Week,93,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,06-10-2023,Kerala,Thiruvananthapuram,Brucellosis,Reported in Same Week,2,0,"cases in absolute number, deaths in absolute number",
2023,40,03-10-2023,06-10-2023,Kerala,Palakkad,Animal bite - Dog Bite,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2023,40,26-09-2023,,Kerala,Kollam,Acute Diarrheal Disease,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2023,40,11-09-2023,,Kerala,Thrissur,West Nile Fever,Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2023,40,06-09-2023,,Kerala,Palakkad,Dengue,Reported Late,36,0,"cases in absolute number, deaths in absolute number",
2023,40,06-10-2023,06-10-2023,Madhya Pradesh,Mandla,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2023,40,06-10-2023,06-10-2023,Madhya Pradesh,Morena,Fever,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2023,40,05-10-2023,06-10-2023,Madhya Pradesh,Vidisha,Hepatitis A,Reported in Same Week,4,0,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,04-10-2023,Madhya Pradesh,Gwalior,Food Poisoning,Reported in Same Week,166,0,"cases in absolute number, deaths in absolute number",
2023,40,03-10-2023,04-10-2023,Madhya Pradesh,Rewa,Acute Diarrheal Disease,Reported in Same Week,10,1,"cases in absolute number, deaths in absolute number",
2023,40,25-09-2023,,Madhya Pradesh,Indore,Dengue,Reported Late,109,0,"cases in absolute number, deaths in absolute number",
2023,40,05-10-2023,06-10-2023,Maharashtra,Nagpur,Dengue,Reported in Same Week,89,1,"cases in absolute number, deaths in absolute number",
2023,40,05-10-2023,06-10-2023,Maharashtra,Raigad,Dengue,Reported in Same Week,6,1,"cases in absolute number, deaths in absolute number",
2023,40,04-10-2023,05-10-2023,Maharashtra,Amravati,Dengue,Reported in Same Week,26,1,"cases in absolute number, deaths in absolute number",
2023,40,03-10-2023,06-10-2023,Maharashtra,Beed,Dengue,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2023,40,30-09-2023,04-10-2023,Maharashtra,Thane,Dengue,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2023,40,30-09-2023,03-10-2023,Maharashtra,Washim,Acute Diarrheal Disease,Reported in Same Week,75,0,"cases in absolute number, deaths in absolute number",
2023,40,29-09-2023,03-10-2023,Maharashtra,Sangli,Zika Virus,Reported in Same Week,1,0,"cases in absolute number, deaths in absolute number",
2023,40,27-09-2023,03-10-2023,Maharashtra,Thane,Dengue,Reported in Same Week,7,1,"cases in absolute number, deaths in absolute number",
2023,40,25-09-2023,,Maharashtra,Thane,Fever of Unknown Cause,Reported Late,2,1,"cases in absolute number, deaths in absolute number",
2023,40,14-09-2023,,Maharashtra,Satara,Chikungunya,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2023,40,21-09-2023,,Meghalaya,West Khasi Hills,Human Rabies,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2023,40,05-10-2023,05-10-2023,Odisha,Sonepur,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2023,40,26-09-2023,,Odisha,Sonepur,Acute Diarrheal Disease,Reported Late,34,0,"cases in absolute number, deaths in absolute number",
2023,40,07-10-2023,07-10-2023,Telangana,Adilabad,Acute Diarrheal Disease,Reported in Same Week,82,0,"cases in absolute number, deaths in absolute number",
2023,40,02-10-2023,04-10-2023,Uttar Pradesh,Fatehpur,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,40,01-10-2023,05-10-2023,Uttar Pradesh,Meerut,Dengue,Reported in Same Week,98,0,"cases in absolute number, deaths in absolute number",
2023,39,01-10-2023,01-10-2023,Assam,Dhemaji,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2023,39,29-09-2023,01-10-2023,Assam,Charaideo,Acute Diarrheal Disease,Reported in Same Week,76,0,"cases in absolute number, deaths in absolute number",
2023,39,28-09-2023,30-09-2023,Assam,Bajali,Animal bite - Dog Bite,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,39,26-09-2023,26-09-2023,Assam,Bajali,Food Poisoning,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,25-09-2023,Assam,Darrang,Food Poisoning,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,29-09-2023,Bihar,Vaishali,Mumps,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,27-09-2023,Bihar,Madhubani,Acute Diarrheal Disease,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2023,39,30-09-2023,01-10-2023,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2023,39,29-09-2023,01-10-2023,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,89,0,"cases in absolute number, deaths in absolute number",
2023,39,29-09-2023,29-09-2023,Chhattisgarh,Bemetara,Cholera,Reported in Same Week,38,1,"cases in absolute number, deaths in absolute number",
2023,39,26-09-2023,26-09-2023,Gujarat,Ahmedabad,Cholera,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,27-09-2023,Haryana,Kaithal,Acute Diarrheal Disease,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,27-09-2023,Jammu and Kashmir,Srinagar,Hepatitis A,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2023,39,19-09-2023,,Jammu and Kashmir,Jammu,Measles,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2023,39,30-09-2023,01-10-2023,Jharkhand,Deoghar,Malaria,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2023,39,23-09-2023,29-09-2023,Jharkhand,Chatra,Dengue,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2023,39,29-09-2023,30-09-2023,Karnataka,Ballari,Mumps,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2023,39,28-09-2023,29-09-2023,Karnataka,Tumakuru,Fever,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,30-09-2023,Karnataka,Chitradurga,Food Poisoning,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,27-09-2023,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported in Same Week,46,0,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,25-09-2023,Karnataka,Kalaburagi,Chikungunya,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,25-09-2023,Karnataka,Kalaburagi,Mumps,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,39,24-09-2023,27-09-2023,Karnataka,Davangere,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2023,39,16-09-2023,,Karnataka,Chamarajanagara,Leptospirosis,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2023,39,29-09-2023,29-09-2023,Kerala,Thrissur,Chickenpox,Reported in Same Week,36,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,25-09-2023,Kerala,Trivandrum,Acute Diarrheal Disease,Reported in Same Week,91,0,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,27-09-2023,Kerala,Kannur,Food Poisoning,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,25-09-2023,Kerala,Malappuram,Hepatitis A,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2023,39,22-09-2023,26-09-2023,Kerala,Palakkad,Hepatitis A,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2023,39,08-08-2023,,Kerala,Kozhikode,Hepatitis A,Reported Late,26,0,"cases in absolute number, deaths in absolute number",
2023,39,26-09-2023,27-09-2023,Madhya Pradesh,Burhanpur,Malaria,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2023,39,30-08-2023,,Madhya Pradesh,Satna,Acute Diarrheal Disease,Reported Late,8,2,"cases in absolute number, deaths in absolute number",
2023,39,29-09-2023,29-09-2023,Maharashtra,Beed,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,28-09-2023,Maharashtra,Aurangabad,Dengue,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2023,39,24-09-2023,26-09-2023,Maharashtra,Nanded,Acute Diarrheal Disease,Reported in Same Week,46,0,"cases in absolute number, deaths in absolute number",
2023,39,12-09-2023,,Maharashtra,Thane,Dengue,Reported Late,6,1,"cases in absolute number, deaths in absolute number",
2023,39,19-09-2023,,Meghalaya,Ri Bhoi,Measles,Reported Late,16,0,"cases in absolute number, deaths in absolute number",
2023,39,01-10-2023,01-10-2023,Nagaland,Peren,Malaria,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2023,39,20-09-2023,,Nagaland,Longleng,Dengue,Reported Late,155,0,"cases in absolute number, deaths in absolute number",
2023,39,15-09-2023,,Nagaland,Phek,Dengue,Reported Late,105,0,"cases in absolute number, deaths in absolute number",
2023,39,27-09-2023,27-09-2023,Puducherry,Pondicherry,Dengue,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2023,39,18-09-2023,25-09-2023,Punjab,S.A.S Nagar,Hepatitis A,Reported in Same Week,28,1,"cases in absolute number, deaths in absolute number",
2023,39,25-09-2023,29-09-2023,Tamil Nadu,Dindigul,Dengue,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2023,39,24-09-2023,26-09-2023,Uttar Pradesh,Lalitpur,Acute Diarrheal Disease,Reported in Same Week,55,0,"cases in absolute number, deaths in absolute number",
