property_name,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.2,10452.0,1148.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,store room,"Tower-1, Sector 85 Gurgaon, Gurgaon, Haryana",2,West,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","This beautiful 2 bhk flat in sector 85 gurgaon is situated in ss the leaf, one of the popular residential society in gurgaon. The flat is facing the east direction. The flat occupies a super built up area of 1640 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 3 balconies. The residential building has 26 floors in total and the flat for sale is located on the 2nd floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with wood flooring options. Another plus point for this is that it is situated near close to school, close to market and close to hospital. Many of the modern amenities being offered, like swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant, will provide a pleasant living experience for you. The residential project is well equipped to meet all your water needs through access to borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.3,7779.0,1671.0,Super Built up area 1671(155.24 sq.m.)Carpet area: 1169 sq.ft. (108.6 sq.m.),2,2,3+,store room,"Tower-2, Sector 85 Gurgaon, Gurgaon, Haryana",16,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","Located in the popular residential address of sector 85 gurgaon, ss the leaf is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. The flat is facing the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1671 sq.Ft. The flat has a total of 26 floors and this property is situated on 16th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with wood flooring options. This flat is located near close to school, close to hospital and close to market. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The housing society ensures a continuous supply of water to your flat from borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.3,10483.0,1240.0,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3+,store room,"Tower 2, Sector 85 Gurgaon, Gurgaon, Haryana",10,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","Situated in sector 85 gurgaon, ss the leaf is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. This is a east-Facing property. Constructed on a super built up area of 1772 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The property is located on the 10th floor of a 26 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with wood flooring options. This flat is located near close to school, close to market and close to hospital. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The project provides access to clean water through borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.2,7317.0,1640.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,store room,"Tower-2, Sector 85 Gurgaon, Gurgaon, Haryana",14,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","Situated in sector 85 gurgaon, ss the leaf is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is facing the east direction. Constructed on a super built up area of 1640 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 26 floors and this property is situated on 14th floor. This is a ready to move project and the property is 0-1 year old. The well built wood flooring enhances the aesthetic appeal of this flat. This flat is located near close to school, close to market and close to hospital. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s) and water softening plant. The housing society ensures a continuous supply of water to your flat from borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.1,6318.0,1741.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1218 sq.ft. (113.16 sq.m.),2,2,3+,store room,"Tower T - 2, Sector 85 Gurgaon, Gurgaon, Haryana",3,South-East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","This 2 bhk flat is located in ss the leaf, which houses some of the most spacious flats in sector 85 gurgaon. This residential flat is east-Facing direction. The flat is over 1741 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The residential building has 26 floors in total and the flat for sale is located on the 3rd floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The beautifully designed wood flooring enhances the beauty of the flat. Proximity to landmarks like close to school, close to hospital and close to market makes this an ideal property for families. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The residential project is well equipped to meet all your water needs through access to borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.25,10888.0,1148.0,Super Built up area 1741(161.74 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,store room,"Tower-1, Sector 85 Gurgaon, Gurgaon, Haryana",17,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","This 2 bhk flat is located in ss the leaf, which houses some of the most spacious flats in sector 85 gurgaon. This property faces the east direction. Constructed on a super built up area of 1741 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. This flat lies on the 17th level of a 26 storey building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring look. This flat is located near close to school, close to hospital and close to market. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The society provides continuous water supply from borewell/tank.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['1 Exhaust Fan', '10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
2 BHK Flat in Sector 85 Gurgaon,flat,ss the leaf,1.15,10017.0,1148.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,store room,"Tower-T1, Sector 85 Gurgaon, Gurgaon, Haryana",18,East,1 to 5 Year Old,"['Sapphire 83 Mall', 'Dwarka Expressway', 'Central Peripheral Road', 'NH 08', 'Pataudi Road', 'Delhi Public School Sector 84', 'DPG Institute of Technology', 'Genesis Hospital Sector 84', 'Indira Gandhi International Airport', 'Imt Manesar', 'Holiday Inn Hotel Sector 90', 'SkyJumper Trampoline Park', 'Nakhrola Stadium Sector 81A']","This 2 bhk apartment is available for sale in ss the leaf, one of the most prominent projects for flats in sector 85 gurgaon. This residential flat is east-Facing direction. The flat occupies a super built up area of 1640 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 3 balconies. This flat lies on the 18th level of a 26 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. The wood flooring of this flat is beautifully designed and helps to give it a pleasing look. The society complex is in the close vicinity of close to school, close to market and close to hospital, making it an ideal home for a relaxed lifestyle. The society is well equipped with many modern amenities, including swimming pool, security personnel, maintenance staff, shopping centre, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The residential project is well equipped to meet all your water needs through access to borewell/tank supply.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['10 Light', '4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4.5 out of 5', 'Construction4.5 out of 5', 'Management4 out of 5', 'Amenities4 out of 5', 'Connectivity4.5 out of 5']"
3 BHK Flat in Sector 70A Gurgaon,flat,aipl zen residences,1.75,10257.0,1706.0,Built Up area: 1706 (158.49 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,4,3+,others,"2003, Sector 70A Gurgaon, Gurgaon, Haryana",20,North-East,1 to 5 Year Old,"['Airia Mall', 'National Highway 8', 'Southern Peripheral Road', 'Golf Course Ext. Rd.', 'Indus World School', 'Medanta -The Medicity', 'Ananta Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone, Gurgaon', 'Lemon Tree Hotel, Sohna Road', 'De Adventure Park']","This 3 bhk flat is located in aipl zen residences, which houses some of the most spacious flats in sector 70a gurgaon. This property faces the north-East direction. The flat is over 1706 sq.Ft. Built up area and comes with 3 bedroom(s), 4 bathrooms and more than 3 balconies. The property is located on the 20th floor of a 28 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The marble flooring of this flat is beautifully designed and helps to give it a pleasing look. This flat is located near close to school and close to hospital. Aipl zen residences is designed very well to provide modern facilities such as maintenance staff, park, visitor parking and lift(s). The society provides continuous water supply from municipal corporation and borewell/tank.","['1 Water Purifier', '7 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '12 Light', '5 AC', '3 Chimney', '1 Modular Kitchen', '1 Sofa', '1 Washing Machine', 'No Bed', 'No Curtains', 'No Microwave', 'No TV', 'No Wardrobe']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
3 BHK Flat in Sector 70 Gurgaon,flat,shree vardhman victoria,1.65,8461.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,"servant room,pooja room","3 Bhk, Sector 70 Gurgaon, Gurgaon, Haryana",6,North-East,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extn Road', 'Sohna Road', 'Southern Peripheral Rd, Gurugram', 'Kunskapsskolan International', 'Ektaa Hospitals  Main Sohna Rd', 'Sanjeevani Hospital - Child Specialist', 'Federal Bank Sector 71', 'Central Bank Of India Sohna Rd', 'Axis Bank, Sohna Rd', 'Spaze Palazo, Golf Course Ext Rd', 'VATIKA BUSINESS PARK Sohna Rd', 'The Medicity, Spaze iTech Park', 'Tulip Violet Society, Sector 69', 'IndianOil, Hasanpur']","Shree vardhman victoria is one of the most popular destination for buying apartments/ flats in sector 70 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This residential flat is east-Facing direction. Containing 3 bedroom(s), 5 bathrooms and 3 balconies, this flat is spread over a super built up area of 1950 sq.Ft. The property is located on the 6th floor of a 18 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The floor of this flat is beautifully designed using marble flooring, giving the flat an alluring look. The society is well equipped with many modern amenities, including swimming pool, water softening plant, grocery shop, shopping centre, cctv surveillance, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking and security personnel. Borewell/tank and municipal corporation provides a regular supply of water to this residential project.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['1 Chimney', '7 AC', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management4.5 out of 5', 'Amenities4.5 out of 5', 'Connectivity3.5 out of 5']"
4 BHK Flat in Sector 104 Gurgaon,flat,puri emerald bay,2.55,10408.0,2450.0,Super Built up area 2450(227.61 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,servant room,"Sector 104 Gurgaon, Gurgaon, Haryana",5,East,1 to 5 Year Old,"['Sector-21 Metro Dwarka', 'Gurgaon Dreamz Mall', 'Dwarka Expressway', 'Chauma Road', 'Delhi Public School', 'DPG Degree College', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park Inn', ""Oyster's Water Park"", 'DLF Golf and Country Club']","Check out this 4 bhk apartment for sale in puri emerald bay, a popular residential project that houses in-Demand flats in sector 104 gurgaon. The flat occupies a super built up area of 2450 sq.Ft. That consists of 4 bedrooms, 4 bathrooms and more than 3 balconies. The residential building has 29 floors in total and the flat for sale is located on the 5th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property.","['7 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Green Area5 out of 5', 'Construction5 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
4 BHK Flat in Sector 72 Gurgaon,flat,tata primanti,3.9,13425.0,2905.0,Super Built up area 2905(269.88 sq.m.)Carpet area: 2150 sq.ft. (199.74 sq.m.),4,4,3+,"servant room,others","Sector 72 Gurgaon, Gurgaon, Haryana",39,East,1 to 5 Year Old,"['Sector 55-56 Metro Station', 'Omaxe City Centre', 'Sohna Gurgaon Road', 'Faridabad Gurgaon Road', 'Pallavan PreSchool, Sohna Road', 'RBSM Public school', 'Polaris Hospital', 'Spaze Itech Park', 'Radisson Hotel Gurugram Sohna Road', 'SkyJumper Trampoline Park Gurgaon']","Located in the popular residential address of sector 72 gurgaon, tata primanti is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. Containing 4 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 2905 sq.Ft. The residential building has 40 floors in total and the flat for sale is located on the 39th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property.","['7 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Green Area4 out of 5', 'Construction4 out of 5', 'Management5 out of 5', 'Amenities5 out of 5', 'Connectivity4 out of 5']"
2 BHK Flat in Sector 68 Gurgaon,flat,m3m sierra 68,1.08,8674.0,1245.0,Super Built up area 1245(115.66 sq.m.)Built Up area: 1130 sq.ft. (104.98 sq.m.)Carpet area: 930 sq.ft. (86.4 sq.m.),2,2,3,not available,"T-8, Sector 68 Gurgaon, Gurgaon, Haryana",1,West,1 to 5 Year Old,"['Airia Mall', 'Sohna Road', 'Golf Course Extension Road', 'Alpine Convent School', 'KIIT College of Engineering', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club']","M3m sierra 68 in sector 68, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk and 3bhk apartments available in this project. This housing society is now ready to be called home as families have started moving in. Check out some of the features of m3m sierra 68 housing society:*m3m sierra 68 sector 68 has 6 towers, with 30 floors each and 1100 units on offer.*spread over an area of 14 acres, m3m sierra 68 is one of the spacious housing societies in the gurgaon region. With all the basic amenities available, m3m sierra 68 fits into your budget and your lifestyle.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['2 Wardrobe', '7 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '2 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity3 out of 5', 'Safety5 out of 5']"
